userId,flightNumber,interactionType,timestamp,rating
38943126-d4ce-4b70-8d2d-749cf2c3bc07,UA7283,Book,2024-07-27T08:26:00,4.4
41-40fa-a774-451915d41c21,AM7642,View,2024-08-15T00:00:00,
c1141bce-0092-4326-a995-29d73cf07a47,AI8162,Search,2025-02-21T11:50:00,
40e62d3d7e-fe8b42eb-4e66-4cc9-a5f3-abff93e50fe5,RD3028,View,2024-10-19T18:14:00,
8bc0cefc-a35c-4105-98ca-6df7c8c077f9,MX5909,Book,2024-04-29T23:30:00,2.4
89f0aba6-19a6-4fb9-b576-ca81559c01e3,NW4132,Search,2025-01-02T22:08:00,
f8b9fef2-2bf8-4d46-9f9a-64f39faf7668,OO7705,Search,2025-10-23T05:01:00,
e1d5b58f-edd8-4506-8dfc-cd5d0e62ae14,WN4823,Book,2025-01-28T17:00:00,3.6
c16d8e8f-b340-400d-ab8a-7386fc6ef3ee,MX7892,View,2024-10-31T08:47:00,
5b12b66a-2ed7-4d00-aa9c-1bb009acfd49,XP6763,Book,2024-03-08T15:35:00,1.5
fa2fb6c4-4f2b-48d8-9ca1-04a5f6dd04e2,TZ9773,View,2025-07-23T07:52:00,
7c398d28-2e9a-4d3f-9e09-8c4c7b2b3505,ZW3915,View,2024-02-02T10:16:00,
1eb8c7ff-5cb6-4d19-b931-af6f5c6ce7f8,WS4379,Book,2024-02-23T04:13:00,1.3
522bb817-ec3a-45b6-a311-bd5d5d6d76cb,DP8559,Search,2024-10-13T12:50:00,
60295290-e24f-4353-84ac-8efe1d2ddd11,XJ1495,Search,2024-11-17T21:54:00,
f39c60ff-12b4-4213-9a35-d217f40066bf,EY1687,Search,2025-07-15T04:17:00,
ddf689ec-8155-423c-ac7a-740dd05a3f43,AY5083,View,2025-07-02T11:52:00,
0aeb3531-e74c-4ac5-84b1-11af063d8b7d,XE4917,View,2024-02-12T14:44:00,
13649808-9001-43fa-b686-c34295051165,QF7422,Book,2025-08-09T02:06:00,4.7
d7f9869e-69d9-42b5-98c3-c75b3305feaf,WI2575,Book,2025-01-02T04:10:00,3.1
ff8deccb-e602-4f5e-966c-db493fdfe659,AS7800,View,2025-12-04T02:58:00,
3e1654cb-e6d1-4d28-a66b-ffb64ae5d3ac,S62596,Search,2024-06-24T22:53:00,
4dcd0961-89f8-4df7-8767-4ae62dfaaea3,HX1324,Search,2025-05-28T22:27:00,
2ff83766-6df0-41d8-9c1c-af72e6df0bd3,KE9428,Book,2024-05-31T19:19:00,3.7
f7c791da-96f2-4998-a972-acab17316ea8,KL2951,Search,2025-06-09T07:37:00,
da74117c-e325-4020-9af4-0966109011ca,QF7118,Search,2024-04-20T18:17:00,
344120f8-d1b2-4088-969b-5e180d0980f6,WW2906,Search,2025-06-21T03:19:00,
4d3244d1-1e08-4a08-93c8-b2cd6e49d6d5,TP8616,View,2025-10-20T23:41:00,
88651774-2112-449c-bd64-99c03311d801,9W839,View,2024-12-18T11:53:00,
fbc7c7f3-add3-4078-ba94-824e6057bb6d,Z05691,Book,2025-11-09T06:52:00,4.0
79232f13-bcfd-4081-a395-9959544957f8,TS9626,View,2024-12-23T00:21:00,
f3fadc7f-0428-4fa1-8ed4-97df0a439218,XE5563,Search,2025-12-27T09:17:00,
12b2275b-35f0-4f31-84ca-e6ace192deab,MX4873,Search,2025-09-08T11:07:00,
b6fc57b2-2903-4f3a-8f7d-9098462030ec,TA891,Book,2024-12-22T07:34:00,2.5
17c74de1-579d-40ee-b3e1-74bfa23b5cc4,N71655,Book,2024-03-06T23:43:00,4.9
8926c90e-7a15-420b-9f10-47d73d589c69,4O6212,View,2025-12-10T00:53:00,
b4cddd0b-db5d-445e-8ef6-d58ff08f23d5,AZ2395,View,2025-01-10T14:25:00,
d12be4c0-8c3c-43f4-b40c-1f13313d9269,QQ613,View,2024-08-27T19:01:00,
55c709d6-08ed-42d4-a996-2038dd9b5b32,B63672,Search,2025-05-17T18:07:00,
d3d0ddf8-f5e2-4968-a111-a47e17f9d697,QR1719,View,2025-03-31T15:10:00,
3aaba6ac-edd2-4bcc-b69a-d0520ff9fcce,WW4304,Book,2024-02-23T07:41:00,2.4
693b06f6-1044-49be-97cd-c6b98c5168b4,UA6785,Search,2024-06-26T20:31:00,
2de8fd1f-67a3-472b-b508-5266e6969aa3,F85207,View,2024-06-18T13:12:00,
7d679f11-f2f8-4e1c-bdd3-eb9504b29c00,QR9457,View,2025-09-06T15:11:00,
2aa43983-df1e-4491-b7cf-52e10d2ebaf5,QQ304,Book,2024-06-06T23:47:00,4.4
0830237e-bd6d-4653-8f5f-66e28c7c23af,BBB4862,View,2025-06-08T11:41:00,
af1ca113-4bc1-4048-861e-623c17acf6dc,VS5587,Search,2024-04-03T08:33:00,
350d24c0-9fca-4bb5-8c46-920da084c215,WS4734,View,2025-12-23T16:23:00,
9eecc87f-ea2b-4856-bbb3-d4f21fd19c25,MQ1385,Search,2025-03-22T21:30:00,
abef3ab0-0de3-4eaf-8589-f309dc63a55b,AI2472,Search,2025-02-10T10:21:00,
e4ae91f3-5b8f-4e33-be94-3733f2acdf4f,MX9645,View,2025-02-28T19:12:00,
2b1e9cf6-235b-4df5-951d-2940916efbe8,EI4208,Book,2024-04-28T15:04:00,1.0
048c124d-dbab-4a4a-a7bc-93d1f750b9b8,AY7668,Search,2024-12-25T16:40:00,
2d24babc-5257-49b8-9b88-357812e624a7,TA1031,View,2025-03-07T20:17:00,
0ad887c9-e9e0-4a60-8d18-b35f9fb8fc9c,US8570,Search,2024-06-04T03:47:00,
7a656d8a-119b-4b24-80cd-bd0b37d23c3d,AS1497,View,2025-09-21T15:15:00,
2466b7c8-9dd5-4d4f-8c33-ea26c6bcfbb7,AM9784,Search,2025-06-26T05:56:00,
b6c483be-1add-4138-9555-17a6e4ed5fd8,OZ5564,View,2025-10-12T14:44:00,
e4d314d9-d385-47d8-8fcb-1dad398c3f1d,OH2032,Book,2025-11-06T21:14:00,3.9
0de16c41-eecc-4a7f-bfda-bd195bb3c3be,SQ6616,Search,2025-06-20T12:40:00,
4858f599-aa8c-4940-83c4-fc11042201e4,SS3142,Search,2024-09-06T19:04:00,
ec0e3bc5-6798-4237-8f01-5f81a855bb30,Y47643,Book,2025-02-01T05:00:00,2.2
b0cb472b-7682-4808-a236-4c8eaf77792e,SE1873,View,2025-02-14T21:38:00,
ac6a8d28-42d8-438a-8331-bda32bb44396,BF7085,View,2024-04-18T08:46:00,
d060828b-2554-4521-8991-1be57af0809a,BR2850,View,2025-04-12T06:26:00,
efa9c1bd-5339-470a-bf21-a5f2b4bbb406,TZ6977,Book,2024-06-16T06:03:00,4.7
cba5ff22-00f1-4040-8320-beaa4f9a5838,DL6901,Book,2024-08-05T17:58:00,3.5
fd441a40-3db4-43e8-81b9-bc4c09b93649,SR100,Search,2025-12-06T12:31:00,
8e3191ba-9d0d-4744-b350-dedb115adacc,QX7745,Book,2025-01-29T02:49:00,3.6
76efbea6-a295-4f10-b7ab-60a8c190b5f0,BF2355,Search,2025-07-09T07:27:00,
4eb792a8-e34c-405d-b941-4e4834e98fed,JL5027,Search,2024-06-14T08:58:00,
8a5c2c34-3bc0-4440-b8ab-7e9c42d658f3,AB341,Search,2024-12-08T23:04:00,
f7e6513a-5428-4cd5-9b95-765b135d83e1,5Y4492,View,2025-11-10T19:10:00,
7e38316a-7edb-4893-aa11-21fee63d1ffc,VX5667,Search,2025-08-20T03:11:00,
fa7eaea0-3353-4b70-93df-20e90a3d86ff,DP3870,Search,2024-10-03T11:06:00,
03407560-ad07-4130-bdd1-1006a0f72a0b,WI443,Book,2024-07-12T21:02:00,2.7
7faa3d3c-dfcd-4369-8a1d-31df082b0530,OO9896,Book,2024-01-05T06:56:00,2.5
18e959ed-7587-4717-a7b4-915932c9b608,PR1478,Book,2024-07-11T04:50:00,2.9
78fa6738-0e6e-4acb-a4a4-df9304753a3d,VX4546,View,2025-06-22T21:49:00,
6f83c19e-7a47-4aff-ae6f-cde0c99d7749,QK2898,Search,2025-03-07T08:18:00,
0a293cf9-c5ea-433b-8c9a-0d8a6e600c58,TZ1885,Book,2025-08-23T18:33:00,4.1
d8dbedb9-63e1-4162-ba31-24eaf29e4a7e,PR8673,Search,2025-03-07T12:58:00,
0c9a4951-bf44-4a2f-9cde-cf1ba9577756,OZ2881,View,2025-01-25T10:03:00,
651e15ca-ed0b-409b-88fa-eb2dea5c874b,OY5248,View,2025-11-15T21:58:00,
85a61f80-1363-445b-8aff-efcab56faf27,ZW3915,Search,2025-07-24T13:50:00,
44cca3b2-4c96-4fc8-974c-645e51e24f07,QR5147,View,2025-01-14T04:30:00,
2d81bdd5-15d5-4fc1-93f1-92867c845b23,QK9970,Search,2024-03-13T22:24:00,
